subj,alphapos,alphaneg,nLP,nloglik,AIC
A2RDNYV4SH5E89,0.158731206062052,0.803411577051689,-14.0631430632928,-14.0597116982674,-24.1194233965349
A2S4YDJ9UGAXFQ,0.461894549541732,0.442296935119894,-25.6682132708037,-25.4513626296392,-46.9027252592784
A2SOKKU8ZSBTFY,0.103475604966717,0.73360394316207,-10.3924512015781,-10.4192774556292,-16.8385549112584
A2SVNXNMD7E7EH,0.137439016260274,0.254116370163806,-19.1888792893799,-19.1727788954512,-34.3455577909023
A2T1K94BLNDBAH,0.391002089816157,0.91677218184708,-31.7851060782971,-31.8115016188717,-59.6230032377434
A2T2RV6G8AMC7Y,0.200829536066913,0.246838516102787,-7.11414530635552,-7.04132557677181,-10.0826511535436
A2TFDYPX60P7Z5,0.218188999950436,0.636427676419479,-10.1258198202052,-9.99704429667129,-15.9940885933426
A2V3GBDTA9KEU0,0.348818770256591,0.592158849415601,-21.7786589771323,-21.5840495590148,-39.1680991180297
A2VBSFSJXLZZ7A,0.708270416468925,0.206952277407851,2.31130079366648,2.40971655073714,8.81943310147428
A2VM2EU6AHX5IC,0.550515202374098,0.499141535472852,-49.3969301602967,-49.1782854079596,-94.3565708159193
A2W547SNOCMC25,0.547423050952711,0.765993145504182,-26.3690096914177,-26.216658242422,-48.433316484844
A2WCV7ULUPKVNQ,0.456044129032594,0.0291381628714171,-3.0434942344484,-3.26014532755779,-2.52029065511557
A2WTNZHRALOHX8,0.734001897755679,0.240135064420266,-10.5633354218128,-10.4550560354765,-16.910112070953
A2WYCY1FMQOD5F,0.543853572997654,0.427003910672583,-10.1281038300151,-9.91325985296787,-15.8265197059357
A2XFO0X6RCS98M,0.091136828662669,0.224106430209576,-14.0447885052582,-14.1176391280347,-24.2352782560694
A2YGAEODJ5SSF6,0.682301814455964,0.500392429034197,23.9774133059534,24.1695819904821,52.3391639809642
A2YM9Y5ZZ3MHPC,0.282431680125575,0.221650195913798,-19.234509780004,-19.1299827320049,-34.2599654640098
A2YTO4EY3MNYAJ,0.129982247274025,0.776292342673761,-5.31842331931058,-5.32925638232395,-6.6585127646479
A2Z6NL0CTXY0ZB,0.48750431932612,0.80162839608568,-8.21261882540394,-8.08253231433557,-12.1650646286711
A2Z750U1HCWVEE,0.737575127094653,0.170133486382296,47.3310273868339,47.3862743679032,98.7725487358065
A2ZDCJ7QZ7AC6P,0.790107483371102,0.603228114138839,-10.873446931653,-10.7435518479509,-17.4871036959018
A2ZZ036CZCJJR0,0.284378442904757,0.257637522812503,0.975732912129291,1.10171342516701,6.20342685033401
A306GWTM2KVPJ0,0.375868473689778,0.350695241795165,-20.9224075628179,-20.7331127449541,-37.4662254899083
A3083883A6RJES,0.101619556029177,0.3813970819858,-36.8247436558326,-36.8171060236077,-69.6342120472155
A315ZG72CPNAHV,0.902323981770011,0.211730796661266,-11.9051341199757,-11.9737663375498,-19.9475326750995
A31XVMN754ZGGA,0.318001184506361,0.863174160374456,-14.6241650434295,-14.5818725855097,-25.1637451710193
A3209D1227UCYP,0.271748158648738,0.221922927853109,-18.9313348946751,-18.8313884313773,-33.6627768627547
A32CRWJESR6AX4,0.0957972575375511,0.115665035784843,-12.1194950470427,-12.2895198720194,-20.5790397440387
A33249GFIAKI1G,0.738884164351077,0.778558526853791,-23.8956123055374,-23.8010599681665,-43.602119936333
A33E7T0TUL24E8,0.223234230279024,0.8322857341448,-11.9686339708452,-11.9376635939776,-19.8753271879553
A34D413HR7ZIFM,0.278121450347864,0.673552652089974,-5.7057141292886,-5.55455341872421,-7.10910683744843
A35BY30TC8WCL4,0.202096543092208,0.394574683492876,-26.7558128428933,-26.6319075060065,-49.263815012013
A36470UBRH28GO,0.709515048218413,0.713746534855632,-4.21583971561705,-4.07412112468027,-4.14824224936054
A3696JXTRKL2FI,0.0884298902228016,0.817848771426841,-28.0980550614307,-28.2072656282954,-52.4145312565909
A36LOA6VLJU157,0.754331287806344,0.712932435216576,-17.8463976469544,-17.7256028981784,-31.4512057963569
A3770CWO9OHZDN,0.174705623324504,0.284850075784817,-19.2371962807608,-19.1675259500564,-34.3350519001129
A37C9M7J88EWEB,0.447857309915797,0.176798620411942,-1.10879664515307,-0.998487184646351,2.0030256307073
A37EV8RZ82WT8E,0.911926183359891,0.0947115656532007,-8.92146897964182,-9.14189338534684,-14.2837867706937
A37LY5UTJV2KYZ,0.365464181307498,0.956782402250785,-41.3034952355862,-41.457707299667,-78.9154145993339
A37S96RT1P1IT2,0.282985348298682,0.764652965382006,-21.9735166190965,-21.8603109058929,-39.7206218117859
A38DXFI1TZA295,0.237948443279748,0.934838913841663,-12.4046350944152,-12.5305633285016,-21.0611266570031
A38IKAJN1GUHB,0.14611530920528,0.197801918570599,-8.34978897417309,-8.35901540412058,-12.7180308082412
A39K9RKR1YHQOR,0.0943342845410782,0.790620433285672,-10.6798357686859,-10.7563286525198,-17.5126573050397
A3ACUGH5N9VQO2,0.883282009241083,0.573512823371313,-19.8398647277174,-19.800700383618,-35.6014007672359
A3AIX82WZQZB5A,0.809580431731099,0.592827990741904,54.881490248797,54.9984782372412,113.996956474482
A3AO2N7BNFDGF3,0.664154975432674,0.0983991522908697,-9.21837475039138,-9.22769008303067,-14.4553801660613
A3AY0315YWWNXY,0.80663567637416,0.641275202959813,-21.499543980385,-21.3898407147204,-38.7796814294409
A3AZJGI9D7C0PD,0.648349989988805,0.597898977023679,-17.3092115446579,-17.114762320393,-30.229524640786
A3B7TNVOISSZ2O,0.365906723169991,0.559079647957682,-19.2316556238856,-19.0286986998398,-34.0573973996795
A3BKT9H4GNKLY7,0.589441145268356,0.382573437630118,-12.5199195188864,-12.3170737509143,-20.6341475018287
A3BUWQ5C39GRQC,0.0996364488465224,0.0702592210000513,-9.69371314742773,-9.94641755533642,-15.8928351106728
A3CPZZNZDLFL6Z,0.430582585919973,0.512361846589925,-8.13894516126965,-7.92226284970195,-11.8445256994039
A3CQDCNYJAX2X3,0.062862198021615,0.0613112594650399,-16.6401621704021,-17.0023068316778,-30.0046136633555
A3DDFEQ9K0H93C,0.0285013807104616,0.0842647470057825,-29.7765244165839,-30.2310169808535,-56.4620339617071
A3DS5B06ZCD3E3,0.762063891057238,0.172051388730074,-11.240981835457,-11.1970156778983,-18.3940313557965
A3E3OELJKHW58C,0.736173559765522,0.462595463853464,-17.9432338405995,-17.774150768781,-31.5483015375621
A3E8SXH0BAYG85,0.0242606901029229,0.0343664949355433,-5.71805771552917,-6.37266307927373,-8.74532615854746
A3EBUBRYCKB6AF,0.850267515963754,0.3399222672819,-9.42639211589796,-9.36228616267095,-14.7245723253419
A3EJ44J2ZNRMDA,0.330334595352594,0.217760264439781,-20.1134507626143,-19.9939519265422,-35.9879038530843
A3EQR9C0L23O6E,0.289247090873593,0.292277633838152,7.31623308789274,7.45991630602985,18.9198326120597
A3G5FY6NGZWIY7,0.526294753138186,0.918206195323076,-18.3364562615561,-18.3568314415277,-32.7136628830554
A3G7GSX2R7723Z,0.69773051821007,0.240339436616169,-7.04399938218761,-6.92017343162123,-9.84034686324246
A3H48TMCITL94X,0.172509519092259,0.397494473324911,-35.1085009299386,-35.0084645701168,-66.0169291402336
A3IW9415ZOO0EX,0.279985919038692,0.185906866290747,-32.5899425449125,-32.5126656261382,-61.0253312522765
A3JODCUHJMCSA2,0.351187890448738,0.953287580693243,-34.7849897882454,-34.927900759138,-65.855801518276
A3JUUZNOBV9ODB,0.0727638773710442,0.115497974384942,-6.4443801327213,-6.66462821340865,-9.3292564268173
A3JVLFHF518XR9,0.56281207906745,0.082300179811382,-4.38825258469434,-4.41013129266177,-4.82026258532355
A3K4MDM191NKF6,0.39086304351503,0.668990039527057,10.7268627657081,10.9135371463561,25.8270742927122
A3KX8PBHVFQZ3U,0.659986686225701,0.134415938784964,-11.9914815565647,-11.9453611858402,-19.8907223716803
A3L1KOIOS6TZ6D,0.549497101480224,0.888163526699667,-25.3965757830183,-25.362452674831,-46.724905349662
A3LKPARORDKLWT,0.489710692789088,0.725974130522982,-4.52051302234204,-4.34559633558428,-4.69119267116855
A3MJ47AD05HGC,0.133618241925548,0.788916887274171,-46.1130629024125,-46.1276070477235,-88.2552140954471
A3MZLFTQM5XWK,0.0893869863414873,0.0501711177881337,-10.4115663852294,-10.7467927071693,-17.4935854143387
A3N0Q5MZ1XCF8K,0.0391326470190602,0.0461437751275231,-26.583228266476,-27.088803790599,-50.177607581198
A3N0QZ9ZKUCTCQ,0.677967159229063,0.697050247823532,-4.15119229971943,-3.99134615070323,-3.98269230140646
A3N7R7P9HP2YB6,0.271346787369149,0.312021389726384,-3.34591465016901,-3.20261885504419,-2.40523771008839
A3NS1DN6J7Z3EU,0.331525089347663,0.422485998076317,3.81987580649926,4.01160485813494,12.0232097162699
A3NS22CC45PE4P,0.382973295609613,0.224667712172952,40.6863030001029,40.8234721294791,85.6469442589582
A3OV174HQJIJK8,0.166242975959085,0.769218434035452,-14.7916019816052,-14.757343381778,-25.514686763556
A3OW5EFQ5QFD19,0.294548012690557,0.92844526030603,-11.2033090349375,-11.2846472719847,-18.5692945439695
A3P9OTCAYB6E9V,0.284081000776846,0.424658581944203,-30.8356134980396,-30.6607875988994,-57.3215751977988
A3QJJR5Y3XE92N,0.660265135808267,0.494323925325771,-19.6257727554799,-19.4267831148112,-34.8535662296224
A3RAQZNM5V6A2M,0.433054434976519,0.590837052866908,-39.43676009653,-39.2263932197205,-74.452786439441
A3RL02A3JRAUS4,0.625816484479142,0.744046932922257,2.97561550512468,3.12880663550794,10.2576132710159
A3RRDLX4HYGGPR,0.0625668469918998,0.851972759437995,1.70892157284671,1.50279872605205,7.0055974521041
A3RUUTINBKU8YE,0.432172209731447,0.910679148636814,-14.340782658744,-14.3483582918339,-24.6967165836678
A3SBP4J5K9LS7X,0.37174997344121,0.859522136978012,-39.5899842257086,-39.5284561978772,-75.0569123957544
A3SDFAOJW87FGP,0.422775789875896,0.737995624418028,-36.2665535663402,-36.10206841242,-68.2041368248399
A3SHP9IPZ2FLOX,0.284727866027677,0.908355953595135,-4.67998215998772,-4.72022232256054,-5.44044464512108
A3SO3B7PJ4N6UQ,0.865513392470101,0.639031968775512,-21.3552558143455,-21.3035387624707,-38.6070775249414
A3SX229VS1X6B6,0.39058104857324,0.224889717776367,-11.4560841908251,-11.317322024944,-18.6346440498881
A3T9LVCYQIS4UT,0.480059717301355,0.77579422951698,-28.8726392298984,-28.7248132408716,-53.4496264817433
A3TGY06F7XQ9LL,0.00938493390122234,0.00624547038730793,-24.7481930192044,-25.9250265688553,-47.8500531377107
A3TMUAPCRFG63N,0.299734720432682,0.781345739364407,-7.8811110517829,-7.77152695885798,-11.543053917716
A3TOQ0247CDV5J,0.00465629465923287,0.150736381721584,-23.8666325007337,-24.5773796706862,-45.1547593413723
A3TOUB8313BPVS,0.611586513567137,0.455819938913572,-15.4561340853552,-15.2472223178156,-26.4944446356313
A3U09DYXZHLDGV,0.830109268034201,0.934892075768035,-5.24830827313423,-5.42465945559823,-6.84931891119646
A3U3L1XQYR362A,0.358879032458348,0.429868448769067,-8.13153474712303,-7.93141398831511,-11.8628279766302
A3U5CRG5S8I800,0.281564287855718,0.766167841095617,-15.4859286290395,-15.374229472961,-26.748458945922
A3VDFWL4MI3KPA,0.787543935685034,0.793006498383304,-8.01924886802489,-7.96300344885714,-11.9260068977143
A3VE5OH94HYHET,0.745699670276372,0.938704755138012,-8.7462457812725,-8.87462656459778,-13.7492531291956
A3W6T1WDYXMR3,0.180960222393859,0.394560531734292,-25.5658577829418,-25.4588195915536,-46.9176391831072
A4J4GGMKJ68L0,0.047074542880928,0.124619099626506,-13.5738462209386,-13.8625974324229,-23.7251948648458
A4Y0U84ELE1EK,0.615478323278056,0.32749455444654,-7.87485639568608,-7.69046930858193,-11.3809386171639
A5CIY4V1VV1DR,0.0646098290766999,0.142302224693328,-26.9892398308236,-27.195922004607,-50.3918440092139
A5KZLEGBMV0DY,0.497325502942211,0.487519303515927,-18.1995762885809,-17.9790094036131,-31.9580188072262
A5YVMQWA2IYPF,0.330941556454573,0.454421058723003,-2.44014529361015,-2.2453975263191,-0.490795052638191
A8028AFBBS29G,0.304224474915645,0.178935126386354,-18.8589356352384,-18.7778411811155,-33.555682362231
A8KHWKKGAGOH0,0.800563554953546,0.226686957700247,-16.894242647357,-16.8342187656839,-29.6684375313678
A9HQ3E0F2AGVO,0.233007391535475,0.912146027959723,-2.55860619251697,-2.63259071801105,-1.26518143602209
A9LSEP71DNP4O,0.792840107420068,0.656809607019284,-16.5172412426062,-16.4012720500574,-28.8025441001147
A9O273N0X06JS,0.463827563657661,0.512649361424928,-0.733303513715032,-0.513783804270453,2.97243239145909
AA3R1CNZAEH2O,0.373042845134263,0.785162521542982,-17.8328324732189,-17.7041528830131,-31.4083057660261
AAE6DGZOC9EWQ,0.210271908387021,0.617415045265844,-54.205057943564,-54.0775306805555,-104.155061361111
AAHZCL4LIPCBQ,0.517493122368158,0.483251148715801,-4.78588505991501,-4.56565730208498,-5.13131460416996
AAO99PANYUZQ3,0.287345385948142,0.362409081124989,-35.5976012781107,-35.4325600293447,-66.8651200586894
AASDDAZ8CP830,0.269439963462801,0.78936199776657,-27.5226668113001,-27.4313514173565,-50.862702834713
AAWMZ1HKXEFNY,0.00700370465514118,0.00707515135074665,-31.5703682347362,-32.7804754541169,-61.5609509082338
ABO9F0JD9NN54,0.567121996522363,0.471273335503739,-12.1554963811969,-11.9390975524654,-19.8781951049309
ABUXM7VAW5SKJ,0.12983047900323,0.528531381567846,-14.3716034276279,-14.3104181736418,-24.6208363472835
ACQ1B7MAA7NCV,0.573608267622969,0.592697670661561,-3.35119155694494,-3.14187170353835,-2.2837434070767
ACVJ6IUO9QM4R,0.942285604519667,0.672422502412043,0.408690334899859,0.298986431955271,4.59797286391054
AD1DGG7ZDRAIT,0.665194521350089,0.443181408169437,-18.9971205860432,-18.8021402247059,-33.6042804494118
AE608VRXK6M2E,0.641018587391155,0.842521036058074,-10.735764838643,-10.6583501402624,-17.3167002805247
AEX9MA72M10DC,0.859641400212756,0.623421785650383,-9.50771167782843,-9.44528790007974,-14.8905758001595
AFDC9A6Z60W2Z,0.236692379372726,0.241384170625252,-53.9267954953065,-53.8333231791526,-103.666646358305
AFHYKBNXB3FQ2,0.323999346307206,0.942622713188061,44.227496451392,44.1155572684482,92.2311145368964
AFQAKV1GPPP9H,0.599974414417914,0.91306296002267,-4.48564591592784,-4.50255422687148,-5.00510845374296
AGBDM85RLYTGL,0.391088689604737,0.911453047770619,2.21790433276296,2.20275111734956,8.40550223469913
AGVUHOBSCP6YC,0.16106041751842,0.298669480751522,-19.9693498421476,-19.9070920463556,-35.8141840927112
AHAJG2TJ4P3G2,0.737742637180346,0.152883399436468,-7.5956444201074,-7.55774659038738,-11.1154931807748
AHDBHMH3AY1V2,0.316825431679387,0.0675785305848229,-52.24468802336,-52.3284419173381,-100.656883834676
AHGO6IGU4VYIY,0.69882371558569,0.848903508186119,-15.3637045667318,-15.3109020952429,-26.6218041904858
AHPQVIEIBZOAS,0.0513095856902199,0.0314291930180537,-14.4619852558054,-14.989670698546,-25.979341397092
AI1MF6MS74XFY,0.173399800667617,0.254571167953772,-4.11706175614978,-4.06275874252351,-4.12551748504701
AIPHJXQEDNW9L,0.73569173075368,0.566047826427712,11.386520546058,11.5534393673597,27.1068787347193
AIQT0DPRTXYYD,0.565862974753515,0.620966605031836,-6.52244723170916,-6.31731369310258,-8.63462738620515
AJ34WB9Z37ILU,0.294779542646381,0.505024230818311,-11.7087159436586,-11.5249344732413,-19.0498689464826
AJ3OINJVF6J7P,0.61164759265166,0.195190679275455,4.21147355928361,4.32901469807692,12.6580293961538
AJD3JOWNVDZD1,0.471838319436696,0.574581557849228,195.5680633136,195.78362492294,395.56724984588
AJDXSXAWDDAEO,0.100625088168187,0.885776291340545,-54.292737851816,-54.4561820901743,-104.912364180349
AJZ9B93NZ2IST,0.357632478229657,0.211652490501471,-14.4677719220647,-14.3448509015001,-24.6897018030002
AK81F0NOBFJS3,0.131827756040601,0.787808734404542,-5.84311489468767,-5.85917816767685,-7.7183563353537
AKA9XW7UANMPJ,0.87070947055758,0.531645705881583,-8.36745041052212,-8.30712507873653,-12.6142501574731
AKLV0WIZZ356X,0.34731472730936,0.689057757006718,-8.33028364379542,-8.16002112575076,-12.3200422515015
AKSJ3C5O3V9RN,0.445481971269199,0.867009915186861,-13.8600451357282,-13.7965181369238,-23.5930362738476
ALBUUWRN9Q07U,0.556619851838515,0.839374751094532,-31.4609387772205,-31.3663197324878,-58.7326394649757
ALEJV7D94ZLHF,0.203066531168184,0.889005180533269,-3.98615686479435,-4.03836779206528,-4.07673558413056
ALJMDVY95Y5G4,0.217756514330693,0.154359999464226,-40.0113279991178,-39.9973322458658,-75.9946644917317
ALY6JTDRJKD92,0.620054515223747,0.921487207588853,-29.2264311420074,-29.2656032302254,-54.5312064604509
AM2WGEJDWJY1I,0.48640002250743,0.666666664318551,-31.041386665916,-30.8443940341531,-57.6887880683062
AMDX0UNZS4A1G,0.150390293697117,0.165178317502747,-29.1828319784228,-29.2153702570051,-54.4307405140102
AMG9Y1YLBTKIV,0.762076673673717,0.0218525200016692,-32.1321045973918,-32.4674993479257,-60.9349986958514
AMTTB8JUWRRM7,0.952319958642521,0.382218095619935,-16.4490047588121,-16.5808858119353,-29.1617716238706
AMVGN8T83V5OT,0.564068063009415,0.578078698628233,0.40727236452818,0.619721120225264,5.23944224045053
AN22ISWT92XQ8,0.478984155978358,0.913553775802673,-6.39751981064479,-6.40764647919039,-8.81529295838078
ANAP6CHXLL226,0.393269996086754,0.937479111224527,-22.6604823568666,-22.7392164802449,-41.4784329604899
ANKCM4EYXW96O,0.686863717610795,0.743905564903549,-5.67599023520809,-5.53973250077251,-7.07946500154502
ANN3SQMLKLP4X,0.0191333497812393,0.628516009544089,-15.4078267044489,-15.718668590452,-27.4373371809041
ANVXAMUEBGV8N,0.304225741027871,0.384504098002276,-7.26950763613387,-7.09306125507556,-10.1861225101511
AO63KMU3PGNJA,0.299750121820877,0.420220404743471,-12.8709403511479,-12.6903668073307,-21.3807336146614
AOXM7IK32TST5,0.191427845525801,0.369909193262776,-25.2844982516579,-25.1737069958659,-46.3474139917318
APNTEGPF7QZQI,0.63887609076919,0.666816004411702,-30.7865910321484,-30.6055521120595,-57.2111042241191
APQEIT0TSFYOD,0.290357873058937,0.599544267445822,-16.4486577526362,-16.2747173617304,-28.5494347234608
AQ2INPVVXR1G0,0.46985410246267,0.544591494636354,-23.8239584332794,-23.6055865983773,-43.2111731967545
AQRAFARKOGE7R,0.653287073973026,0.798000562129626,-6.6398813673602,-6.52669298415822,-9.05338596831643
AQVQHML14YYJH,0.122536894458505,0.100326116706648,-14.7597681261366,-14.9115762511861,-25.8231525023722
AR1IWBDA7MC86,0.888126240456791,0.688444585204012,-12.6230429437928,-12.6175327556877,-21.2350655113755
AR22D9E55HQBF,0.219438074669424,0.290478918158509,-31.5772525898186,-31.470800735544,-58.9416014710879
ARM1KHL1WNDJ5,0.648867082011906,0.213882283868885,-18.2068825813213,-18.0840867870912,-32.1681735741824
ARVXIBUCA8WDZ,0.611047183733538,0.744833288263296,-23.6212737155916,-23.4655209851568,-42.9310419703137
ARWF605I7RWM7,0.899022177705768,0.531146750423831,-20.376139396373,-20.3588212580565,-36.717642516113
AS7WV8YWOEO55,0.296151979965563,0.389281354337129,-34.2312732080443,-34.0569876362984,-64.1139752725967
AS8BGRD5QFUTQ,0.657548456812393,0.408828434232154,-3.02163353058689,-2.82861265038611,-1.65722530077223
ASRPEZ6XUT13S,0.184576127334499,0.344551268969589,-23.8210812268526,-23.7222038356781,-43.4444076713563
AT3C00TKZK13L,0.884228047584794,0.580382704287067,118.249981419695,118.28686583073,240.57373166146
AV0NB9Q2CBS88,0.210112636738968,0.536706236321866,-28.0765736687455,-27.9388936190124,-51.8777872380248
AVJUIF9QHQRY8,0.346210799115872,0.0632302320002842,80.4942205582868,80.4070419187415,164.814083837483
AVTT2LICCMN6E,0.818478691330273,0.687718828677953,5.56194024252514,5.64817191622835,15.2963438324567
AVX3SWFMBEPMZ,0.506785992560131,0.584659642781258,-9.63180833370641,-9.41696551722511,-14.8339310344502
AVZOC3OGBQRX2,0.666640571713627,0.583627975378495,-31.2248633915111,-31.0333895694373,-58.0667791388745
AW2LIJBEY8QUE,0.0904870983494647,0.0719667844247094,-24.8968883080611,-25.1623997915184,-46.3247995830368
AW2TBYJM32KBE,0.856736574473184,0.142501441093121,-18.9386856037931,-19.0034373873581,-34.0068747747162
AWH1ADU3OJMMK,0.504501555882631,0.910277467737397,-6.01973182315159,-6.02279973472881,-8.04559946945763
AWPB724OHY99T,0.557098637054572,0.753808676742016,-19.1196857465625,-18.9612075727019,-33.9224151454037
AWTGJ45ZWUCHH,0.221996117755623,0.59059442231764,-25.3823075157946,-25.2422512879344,-46.4845025758688
AWW4I36TBGE2D,0.0719059091477077,0.46175607242697,-16.8332545209118,-16.8778757012029,-29.7557514024057
AXF0OX50YZQC6,0.160681355007792,0.156143120746349,-22.1119076963614,-22.1427429943561,-40.2854859887123
AYA4YHEEEO1T8,0.230702524761718,0.364190749346719,-23.2157882579227,-23.0789408356686,-42.1578816713372
AYDILOZLKOAS8,0.330321173649408,0.213401980576012,-22.5262369133539,-22.4096744055464,-40.8193488110928
AYXIDCIGUA037,0.096923746388223,0.142199773976607,-15.4697996378101,-15.6025217145425,-27.205043429085
AZ9VAMDM5PEOR,0.589649238245728,0.90425710455414,-12.1967193339908,-12.1946444896568,-20.3892889793135
AZGBKAM5JUV5A,0.203665324037761,0.207083904270381,-22.0323008264817,-21.9822222290484,-39.9644444580969
